Country_Region,Location,Opening_Stock,Delivered_In,Delivered_Out,Closing_Stock,Open_Tonnage,Cancelled_Tonnage,Date,Location_Key
Netherlands,Rotterdam,99175,0,25,99150,87950,11200,20210616,Netherlands_Rotterdam
Malaysia,Port Klang,0,1200,0,1200,1200,0,20210616,Malaysia_Port Klang
Italy,Leghorn,75,0,0,75,75,0,20210616,Italy_Leghorn
Germany,Hamburg,19000,0,0,19000,19000,0,20210616,Germany_Hamburg
Belgium,Antwerp,0,0,0,0,0,0,20210616,Belgium_Antwerp
Singapore,Singapore,2650,0,50,2600,2500,100,20210616,Singapore_Singapore
Italy,Trieste,50,0,0,50,0,50,20210616,Italy_Trieste
Belgium,Antwerp,0,0,0,0,0,0,20210617,Belgium_Antwerp
Germany,Hamburg,19000,0,0,19000,19000,0,20210617,Germany_Hamburg
Italy,Leghorn,75,0,0,75,75,0,20210617,Italy_Leghorn
Italy,Trieste,50,0,0,50,0,50,20210617,Italy_Trieste
Korea (South),Busan,15825,0,0,15825,15575,250,20210617,Korea (South)_Busan
Korea (South),Gwangyang,0,0,0,0,0,0,20210617,Korea (South)_Gwangyang
USA,Baltimore,0,0,0,0,0,0,20210617,USA_Baltimore
Malaysia,Johor,25,0,0,25,0,25,20210617,Malaysia_Johor
Sweden,Helsingborg,0,0,0,0,0,0,20210617,Sweden_Helsingborg
Spain,Bilbao,700,0,0,700,700,0,20210617,Spain_Bilbao
Spain,Barcelona,0,0,0,0,0,0,20210617,Spain_Barcelona
Singapore,Singapore,2600,0,0,2600,2500,100,20210617,Singapore_Singapore
Netherlands,Vlissingen,0,0,0,0,0,0,20210617,Netherlands_Vlissingen
Korea (South),Incheon,0,0,0,0,0,0,20210617,Korea (South)_Incheon
Netherlands,Moerdijk,0,0,0,0,0,0,20210617,Netherlands_Moerdijk
USA,New Orleans,1175,0,0,1175,1175,0,20210617,USA_New Orleans
Netherlands,Rotterdam,99150,25150,225,124075,113075,11000,20210617,Netherlands_Rotterdam
USA,Chicago,0,0,0,0,0,0,20210617,USA_Chicago
UK,Liverpool,0,0,0,0,0,0,20210617,UK_Liverpool
UK,Hull,0,0,0,0,0,0,20210617,UK_Hull
UAE,Dubai,0,0,0,0,0,0,20210617,UAE_Dubai
Taiwan,Kaohsiung,3950,0,0,3950,3950,0,20210617,Taiwan_Kaohsiung
Malaysia,Port Klang,1200,0,0,1200,1200,0,20210617,Malaysia_Port Klang
USA,Mobile,0,0,0,0,0,0,20210617,USA_Mobile
Korea (South),Busan,15825,0,0,15825,15575,250,20210618,Korea (South)_Busan
Netherlands,Rotterdam,124075,0,7625,116450,111875,4575,20210618,Netherlands_Rotterdam
Netherlands,Moerdijk,0,0,0,0,0,0,20210618,Netherlands_Moerdijk
Malaysia,Port Klang,1200,0,0,1200,1200,0,20210618,Malaysia_Port Klang
Malaysia,Johor,25,0,0,25,0,25,20210618,Malaysia_Johor
Korea (South),Gwangyang,0,0,0,0,0,0,20210618,Korea (South)_Gwangyang
Italy,Trieste,50,0,0,50,0,50,20210618,Italy_Trieste
Korea (South),Incheon,0,0,0,0,0,0,20210618,Korea (South)_Incheon
Singapore,Singapore,2600,0,0,2600,2500,100,20210618,Singapore_Singapore
Italy,Leghorn,75,0,0,75,75,0,20210618,Italy_Leghorn
UAE,Dubai,0,0,0,0,0,0,20210618,UAE_Dubai
UK,Hull,0,0,0,0,0,0,20210618,UK_Hull
UK,Liverpool,0,0,0,0,0,0,20210618,UK_Liverpool
Spain,Bilbao,700,0,0,700,700,0,20210618,Spain_Bilbao
Spain,Barcelona,0,0,0,0,0,0,20210618,Spain_Barcelona
Taiwan,Kaohsiung,3950,0,0,3950,3950,0,20210618,Taiwan_Kaohsiung
Sweden,Helsingborg,0,0,0,0,0,0,20210618,Sweden_Helsingborg
Belgium,Antwerp,0,0,0,0,0,0,20210618,Belgium_Antwerp
Germany,Hamburg,19000,0,0,19000,19000,0,20210618,Germany_Hamburg
USA,Baltimore,0,0,0,0,0,0,20210618,USA_Baltimore
USA,Chicago,0,0,0,0,0,0,20210618,USA_Chicago
USA,Mobile,0,0,0,0,0,0,20210618,USA_Mobile
USA,New Orleans,1175,0,0,1175,1175,0,20210618,USA_New Orleans
Netherlands,Vlissingen,0,0,0,0,0,0,20210618,Netherlands_Vlissingen
UK,Liverpool,0,0,0,0,0,0,20210621,UK_Liverpool
Spain,Bilbao,700,0,0,700,700,0,20210621,Spain_Bilbao
Singapore,Singapore,2600,0,0,2600,2500,100,20210621,Singapore_Singapore
Spain,Barcelona,0,0,0,0,0,0,20210621,Spain_Barcelona
Sweden,Helsingborg,0,0,0,0,0,0,20210621,Sweden_Helsingborg
Taiwan,Kaohsiung,3950,0,0,3950,3950,0,20210621,Taiwan_Kaohsiung
UK,Hull,0,0,0,0,0,0,20210621,UK_Hull
USA,New Orleans,1175,0,0,1175,1175,0,20210621,USA_New Orleans
USA,Mobile,0,0,0,0,0,0,20210621,USA_Mobile
USA,Chicago,0,0,0,0,0,0,20210621,USA_Chicago
USA,Baltimore,0,0,0,0,0,0,20210621,USA_Baltimore
Netherlands,Vlissingen,0,0,0,0,0,0,20210621,Netherlands_Vlissingen
UAE,Dubai,0,0,0,0,0,0,20210621,UAE_Dubai
Malaysia,Port Klang,1200,0,0,1200,1100,100,20210621,Malaysia_Port Klang
Korea (South),Gwangyang,0,0,0,0,0,0,20210621,Korea (South)_Gwangyang
Netherlands,Rotterdam,116450,0,100,116350,109625,6725,20210621,Netherlands_Rotterdam
Netherlands,Moerdijk,0,0,0,0,0,0,20210621,Netherlands_Moerdijk
Belgium,Antwerp,0,0,0,0,0,0,20210621,Belgium_Antwerp
Malaysia,Johor,25,0,0,25,0,25,20210621,Malaysia_Johor
Korea (South),Incheon,0,0,0,0,0,0,20210621,Korea (South)_Incheon
Germany,Hamburg,19000,0,0,19000,19000,0,20210621,Germany_Hamburg
Korea (South),Busan,15825,0,0,15825,15575,250,20210621,Korea (South)_Busan
Italy,Trieste,50,0,0,50,0,50,20210621,Italy_Trieste
Italy,Leghorn,75,0,0,75,75,0,20210621,Italy_Leghorn
Spain,Bilbao,700,0,0,700,700,0,20210622,Spain_Bilbao
Spain,Barcelona,0,0,0,0,0,0,20210622,Spain_Barcelona
Singapore,Singapore,2600,0,0,2600,2500,100,20210622,Singapore_Singapore
Netherlands,Vlissingen,0,0,0,0,0,0,20210622,Netherlands_Vlissingen
Netherlands,Rotterdam,116350,0,2050,114300,108250,6050,20210622,Netherlands_Rotterdam
Netherlands,Moerdijk,0,0,0,0,0,0,20210622,Netherlands_Moerdijk
USA,Mobile,0,0,0,0,0,0,20210622,USA_Mobile
Belgium,Antwerp,0,0,0,0,0,0,20210622,Belgium_Antwerp
Germany,Hamburg,19000,0,0,19000,19000,0,20210622,Germany_Hamburg
Italy,Leghorn,75,0,0,75,75,0,20210622,Italy_Leghorn
Italy,Trieste,50,0,0,50,0,50,20210622,Italy_Trieste
Korea (South),Busan,15825,0,0,15825,15575,250,20210622,Korea (South)_Busan
Korea (South),Gwangyang,0,0,0,0,0,0,20210622,Korea (South)_Gwangyang
Korea (South),Incheon,0,0,0,0,0,0,20210622,Korea (South)_Incheon
Sweden,Helsingborg,0,0,0,0,0,0,20210622,Sweden_Helsingborg
Malaysia,Johor,25,0,0,25,0,25,20210622,Malaysia_Johor
Malaysia,Port Klang,1200,900,0,2100,900,1200,20210622,Malaysia_Port Klang
USA,New Orleans,1175,0,0,1175,1175,0,20210622,USA_New Orleans
USA,Chicago,0,0,0,0,0,0,20210622,USA_Chicago
USA,Baltimore,0,0,0,0,0,0,20210622,USA_Baltimore
UK,Liverpool,0,0,0,0,0,0,20210622,UK_Liverpool
UK,Hull,0,0,0,0,0,0,20210622,UK_Hull
UAE,Dubai,0,0,0,0,0,0,20210622,UAE_Dubai
Taiwan,Kaohsiung,3950,0,0,3950,3950,0,20210622,Taiwan_Kaohsiung
UAE,Dubai,0,0,0,0,0,0,20210623,UAE_Dubai
USA,New Orleans,1175,0,0,1175,1175,0,20210623,USA_New Orleans
USA,Mobile,0,0,0,0,0,0,20210623,USA_Mobile
USA,Chicago,0,0,0,0,0,0,20210623,USA_Chicago
Netherlands,Vlissingen,0,0,0,0,0,0,20210623,Netherlands_Vlissingen
Netherlands,Rotterdam,114300,32125,50,146375,140225,6150,20210623,Netherlands_Rotterdam
Netherlands,Moerdijk,0,0,0,0,0,0,20210623,Netherlands_Moerdijk
Malaysia,Port Klang,2100,1100,0,3200,2000,1200,20210623,Malaysia_Port Klang
Malaysia,Johor,25,0,0,25,0,25,20210623,Malaysia_Johor
Korea (South),Incheon,0,0,0,0,0,0,20210623,Korea (South)_Incheon
Korea (South),Gwangyang,0,0,0,0,0,0,20210623,Korea (South)_Gwangyang
Korea (South),Busan,15825,0,0,15825,15575,250,20210623,Korea (South)_Busan
Italy,Leghorn,75,0,0,75,75,0,20210623,Italy_Leghorn
Germany,Hamburg,19000,0,0,19000,19000,0,20210623,Germany_Hamburg
Belgium,Antwerp,0,0,0,0,0,0,20210623,Belgium_Antwerp
USA,Baltimore,0,0,0,0,0,0,20210623,USA_Baltimore
UK,Liverpool,0,0,0,0,0,0,20210623,UK_Liverpool
UK,Hull,0,0,0,0,0,0,20210623,UK_Hull
Taiwan,Kaohsiung,3950,0,0,3950,3950,0,20210623,Taiwan_Kaohsiung
Sweden,Helsingborg,0,0,0,0,0,0,20210623,Sweden_Helsingborg
Italy,Trieste,50,0,0,50,0,50,20210623,Italy_Trieste
Singapore,Singapore,2600,0,0,2600,2500,100,20210623,Singapore_Singapore
Spain,Barcelona,0,0,0,0,0,0,20210623,Spain_Barcelona
Spain,Bilbao,700,0,0,700,700,0,20210623,Spain_Bilbao
UK,Hull,0,0,0,0,0,0,20210624,UK_Hull
USA,Chicago,0,0,0,0,0,0,20210624,USA_Chicago
USA,Mobile,0,0,0,0,0,0,20210624,USA_Mobile
USA,New Orleans,1175,0,0,1175,1175,0,20210624,USA_New Orleans
Netherlands,Vlissingen,0,0,0,0,0,0,20210624,Netherlands_Vlissingen
Netherlands,Rotterdam,146375,16850,575,162650,157075,5575,20210624,Netherlands_Rotterdam
Netherlands,Moerdijk,0,0,0,0,0,0,20210624,Netherlands_Moerdijk
Malaysia,Johor,25,0,0,25,0,25,20210624,Malaysia_Johor
USA,Baltimore,0,0,0,0,0,0,20210624,USA_Baltimore
Germany,Hamburg,19000,0,0,19000,19000,0,20210624,Germany_Hamburg
Italy,Leghorn,75,0,0,75,75,0,20210624,Italy_Leghorn
Italy,Trieste,50,0,0,50,0,50,20210624,Italy_Trieste
Korea (South),Busan,15825,0,0,15825,15575,250,20210624,Korea (South)_Busan
Malaysia,Port Klang,3200,0,100,3100,2000,1100,20210624,Malaysia_Port Klang
UK,Liverpool,0,0,0,0,0,0,20210624,UK_Liverpool
Korea (South),Incheon,0,0,0,0,0,0,20210624,Korea (South)_Incheon
UAE,Dubai,0,0,0,0,0,0,20210624,UAE_Dubai
Taiwan,Kaohsiung,3950,0,0,3950,3950,0,20210624,Taiwan_Kaohsiung
Sweden,Helsingborg,0,0,0,0,0,0,20210624,Sweden_Helsingborg
Spain,Bilbao,700,0,0,700,700,0,20210624,Spain_Bilbao
Spain,Barcelona,0,0,0,0,0,0,20210624,Spain_Barcelona
Singapore,Singapore,2600,1825,0,4425,4325,100,20210624,Singapore_Singapore
Belgium,Antwerp,0,0,0,0,0,0,20210624,Belgium_Antwerp
Korea (South),Gwangyang,0,0,0,0,0,0,20210624,Korea (South)_Gwangyang
Netherlands,Vlissingen,0,0,0,0,0,0,20210625,Netherlands_Vlissingen
Malaysia,Port Klang,3100,0,0,3100,2000,1100,20210625,Malaysia_Port Klang
Malaysia,Johor,25,0,0,25,0,25,20210625,Malaysia_Johor
Korea (South),Incheon,0,0,0,0,0,0,20210625,Korea (South)_Incheon
Italy,Leghorn,75,0,0,75,75,0,20210625,Italy_Leghorn
Korea (South),Busan,15825,0,0,15825,15575,250,20210625,Korea (South)_Busan
Italy,Trieste,50,0,0,50,0,50,20210625,Italy_Trieste
Germany,Hamburg,19000,0,0,19000,19000,0,20210625,Germany_Hamburg
Belgium,Antwerp,0,0,0,0,0,0,20210625,Belgium_Antwerp
Korea (South),Gwangyang,0,0,0,0,0,0,20210625,Korea (South)_Gwangyang
USA,Mobile,0,0,0,0,0,0,20210625,USA_Mobile
Netherlands,Moerdijk,0,0,0,0,0,0,20210625,Netherlands_Moerdijk
USA,New Orleans,1175,0,0,1175,1175,0,20210625,USA_New Orleans
Singapore,Singapore,4425,0,0,4425,4325,100,20210625,Singapore_Singapore
Spain,Barcelona,0,0,0,0,0,0,20210625,Spain_Barcelona
Netherlands,Rotterdam,162650,0,50,162600,151575,11025,20210625,Netherlands_Rotterdam
Sweden,Helsingborg,0,0,0,0,0,0,20210625,Sweden_Helsingborg
Taiwan,Kaohsiung,3950,0,0,3950,3950,0,20210625,Taiwan_Kaohsiung
Spain,Bilbao,700,0,0,700,700,0,20210625,Spain_Bilbao
UK,Hull,0,0,0,0,0,0,20210625,UK_Hull
UK,Liverpool,0,0,0,0,0,0,20210625,UK_Liverpool
USA,Baltimore,0,0,0,0,0,0,20210625,USA_Baltimore
USA,Chicago,0,0,0,0,0,0,20210625,USA_Chicago
UAE,Dubai,0,0,0,0,0,0,20210625,UAE_Dubai
USA,New Orleans,1175,0,0,1175,1175,0,20210628,USA_New Orleans
Belgium,Antwerp,0,0,0,0,0,0,20210628,Belgium_Antwerp
Germany,Hamburg,19000,0,0,19000,19000,0,20210628,Germany_Hamburg
Italy,Leghorn,75,0,0,75,75,0,20210628,Italy_Leghorn
Sweden,Helsingborg,0,0,0,0,0,0,20210628,Sweden_Helsingborg
USA,Mobile,0,0,0,0,0,0,20210628,USA_Mobile
USA,Baltimore,0,0,0,0,0,0,20210628,USA_Baltimore
UAE,Dubai,0,0,0,0,0,0,20210628,UAE_Dubai
Spain,Bilbao,700,0,0,700,700,0,20210628,Spain_Bilbao
Spain,Barcelona,0,0,0,0,0,0,20210628,Spain_Barcelona
UK,Hull,0,0,0,0,0,0,20210628,UK_Hull
Netherlands,Vlissingen,0,0,0,0,0,0,20210628,Netherlands_Vlissingen
Netherlands,Rotterdam,162600,0,575,162025,150325,11700,20210628,Netherlands_Rotterdam
USA,Chicago,0,0,0,0,0,0,20210628,USA_Chicago
Netherlands,Moerdijk,0,0,0,0,0,0,20210628,Netherlands_Moerdijk
Malaysia,Johor,25,0,0,25,0,25,20210628,Malaysia_Johor
Korea (South),Incheon,0,0,0,0,0,0,20210628,Korea (South)_Incheon
Korea (South),Gwangyang,0,0,0,0,0,0,20210628,Korea (South)_Gwangyang
Korea (South),Busan,15825,0,0,15825,15575,250,20210628,Korea (South)_Busan
Italy,Trieste,50,0,0,50,0,50,20210628,Italy_Trieste
UK,Liverpool,0,0,0,0,0,0,20210628,UK_Liverpool
Malaysia,Port Klang,3100,0,0,3100,1900,1200,20210628,Malaysia_Port Klang
Taiwan,Kaohsiung,3950,0,0,3950,3950,0,20210628,Taiwan_Kaohsiung
Singapore,Singapore,4425,0,0,4425,4325,100,20210628,Singapore_Singapore
UK,Hull,0,0,0,0,0,0,20210629,UK_Hull
Italy,Leghorn,75,0,0,75,75,0,20210629,Italy_Leghorn
Italy,Trieste,50,0,50,0,0,0,20210629,Italy_Trieste
Korea (South),Busan,15825,700,0,16525,16275,250,20210629,Korea (South)_Busan
Korea (South),Gwangyang,0,0,0,0,0,0,20210629,Korea (South)_Gwangyang
Korea (South),Incheon,0,0,0,0,0,0,20210629,Korea (South)_Incheon
Malaysia,Johor,25,0,0,25,0,25,20210629,Malaysia_Johor
Malaysia,Port Klang,3100,550,0,3650,2450,1200,20210629,Malaysia_Port Klang
Netherlands,Moerdijk,0,0,0,0,0,0,20210629,Netherlands_Moerdijk
Netherlands,Rotterdam,162025,0,25,162000,150325,11675,20210629,Netherlands_Rotterdam
Netherlands,Vlissingen,0,0,0,0,0,0,20210629,Netherlands_Vlissingen
Singapore,Singapore,4425,0,0,4425,4325,100,20210629,Singapore_Singapore
Spain,Barcelona,0,0,0,0,0,0,20210629,Spain_Barcelona
Spain,Bilbao,700,0,0,700,700,0,20210629,Spain_Bilbao
Sweden,Helsingborg,0,0,0,0,0,0,20210629,Sweden_Helsingborg
Taiwan,Kaohsiung,3950,0,0,3950,3950,0,20210629,Taiwan_Kaohsiung
UAE,Dubai,0,0,0,0,0,0,20210629,UAE_Dubai
USA,New Orleans,1175,0,0,1175,1175,0,20210629,USA_New Orleans
UK,Liverpool,0,0,0,0,0,0,20210629,UK_Liverpool
USA,Baltimore,0,0,0,0,0,0,20210629,USA_Baltimore
Germany,Hamburg,19000,0,0,19000,19000,0,20210629,Germany_Hamburg
Belgium,Antwerp,0,0,0,0,0,0,20210629,Belgium_Antwerp
USA,Mobile,0,0,0,0,0,0,20210629,USA_Mobile
USA,Chicago,0,0,0,0,0,0,20210629,USA_Chicago
USA,New Orleans,1175,0,0,1175,1175,0,20210630,USA_New Orleans
Netherlands,Rotterdam,162000,0,50,161950,142800,19150,20210630,Netherlands_Rotterdam
Netherlands,Moerdijk,0,0,0,0,0,0,20210630,Netherlands_Moerdijk
Malaysia,Port Klang,3650,0,0,3650,2450,1200,20210630,Malaysia_Port Klang
Malaysia,Johor,25,0,0,25,0,25,20210630,Malaysia_Johor
Korea (South),Incheon,0,0,0,0,0,0,20210630,Korea (South)_Incheon
Korea (South),Gwangyang,0,0,0,0,0,0,20210630,Korea (South)_Gwangyang
Korea (South),Busan,16525,500,0,17025,16775,250,20210630,Korea (South)_Busan
Italy,Trieste,0,0,0,0,0,0,20210630,Italy_Trieste
Italy,Leghorn,75,0,0,75,0,75,20210630,Italy_Leghorn
Germany,Hamburg,19000,0,0,19000,19000,0,20210630,Germany_Hamburg
Spain,Bilbao,700,0,0,700,700,0,20210630,Spain_Bilbao
Sweden,Helsingborg,0,0,0,0,0,0,20210630,Sweden_Helsingborg
Taiwan,Kaohsiung,3950,0,0,3950,3950,0,20210630,Taiwan_Kaohsiung
UAE,Dubai,0,0,0,0,0,0,20210630,UAE_Dubai
UK,Hull,0,0,0,0,0,0,20210630,UK_Hull
UK,Liverpool,0,0,0,0,0,0,20210630,UK_Liverpool
USA,Baltimore,0,0,0,0,0,0,20210630,USA_Baltimore
USA,Chicago,0,0,0,0,0,0,20210630,USA_Chicago
USA,Mobile,0,0,0,0,0,0,20210630,USA_Mobile
Spain,Barcelona,0,0,0,0,0,0,20210630,Spain_Barcelona
Belgium,Antwerp,0,0,0,0,0,0,20210630,Belgium_Antwerp
Singapore,Singapore,4425,0,0,4425,4325,100,20210630,Singapore_Singapore
Netherlands,Vlissingen,0,0,0,0,0,0,20210630,Netherlands_Vlissingen
Taiwan,Kaohsiung,3950,0,0,3950,3950,0,20210701,Taiwan_Kaohsiung
Sweden,Helsingborg,0,0,0,0,0,0,20210701,Sweden_Helsingborg
Spain,Bilbao,700,0,0,700,700,0,20210701,Spain_Bilbao
Spain,Barcelona,0,0,0,0,0,0,20210701,Spain_Barcelona
Singapore,Singapore,4425,0,0,4425,4325,100,20210701,Singapore_Singapore
Netherlands,Vlissingen,0,0,0,0,0,0,20210701,Netherlands_Vlissingen
Netherlands,Rotterdam,161950,0,25,161925,142700,19225,20210701,Netherlands_Rotterdam
Germany,Hamburg,19000,0,0,19000,19000,0,20210701,Germany_Hamburg
Malaysia,Port Klang,3650,0,0,3650,2450,1200,20210701,Malaysia_Port Klang
Malaysia,Johor,25,0,0,25,0,25,20210701,Malaysia_Johor
Korea (South),Incheon,0,0,0,0,0,0,20210701,Korea (South)_Incheon
Korea (South),Gwangyang,0,0,0,0,0,0,20210701,Korea (South)_Gwangyang
Korea (South),Busan,17025,0,0,17025,16775,250,20210701,Korea (South)_Busan
Italy,Trieste,0,0,0,0,0,0,20210701,Italy_Trieste
Italy,Leghorn,75,0,0,75,0,75,20210701,Italy_Leghorn
UAE,Dubai,0,0,0,0,0,0,20210701,UAE_Dubai
Netherlands,Moerdijk,0,0,0,0,0,0,20210701,Netherlands_Moerdijk
UK,Hull,0,0,0,0,0,0,20210701,UK_Hull
USA,Baltimore,0,0,0,0,0,0,20210701,USA_Baltimore
UK,Liverpool,0,0,0,0,0,0,20210701,UK_Liverpool
USA,New Orleans,1175,0,0,1175,1175,0,20210701,USA_New Orleans
Belgium,Antwerp,0,0,0,0,0,0,20210701,Belgium_Antwerp
USA,Mobile,0,0,0,0,0,0,20210701,USA_Mobile
USA,Chicago,0,0,0,0,0,0,20210701,USA_Chicago
Netherlands,Moerdijk,0,0,0,0,0,0,20210702,Netherlands_Moerdijk
Malaysia,Port Klang,3650,0,0,3650,2450,1200,20210702,Malaysia_Port Klang
Malaysia,Johor,25,0,0,25,0,25,20210702,Malaysia_Johor
Korea (South),Gwangyang,0,0,0,0,0,0,20210702,Korea (South)_Gwangyang
Korea (South),Busan,17025,600,0,17625,17375,250,20210702,Korea (South)_Busan
Italy,Trieste,0,0,0,0,0,0,20210702,Italy_Trieste
Italy,Leghorn,75,0,75,0,0,0,20210702,Italy_Leghorn
Germany,Hamburg,19000,0,0,19000,19000,0,20210702,Germany_Hamburg
Belgium,Antwerp,0,0,0,0,0,0,20210702,Belgium_Antwerp
Netherlands,Vlissingen,0,0,0,0,0,0,20210702,Netherlands_Vlissingen
Korea (South),Incheon,0,0,0,0,0,0,20210702,Korea (South)_Incheon
Netherlands,Rotterdam,161925,0,0,161925,142750,19175,20210702,Netherlands_Rotterdam
Spain,Barcelona,0,0,0,0,0,0,20210702,Spain_Barcelona
Spain,Bilbao,700,0,0,700,700,0,20210702,Spain_Bilbao
Sweden,Helsingborg,0,0,0,0,0,0,20210702,Sweden_Helsingborg
Taiwan,Kaohsiung,3950,0,0,3950,3950,0,20210702,Taiwan_Kaohsiung
Singapore,Singapore,4425,0,0,4425,4325,100,20210702,Singapore_Singapore
USA,New Orleans,1175,0,0,1175,1175,0,20210702,USA_New Orleans
USA,Mobile,0,0,0,0,0,0,20210702,USA_Mobile
USA,Chicago,0,0,0,0,0,0,20210702,USA_Chicago
USA,Baltimore,0,0,0,0,0,0,20210702,USA_Baltimore
UK,Liverpool,0,0,0,0,0,0,20210702,UK_Liverpool
UK,Hull,0,0,0,0,0,0,20210702,UK_Hull
UAE,Dubai,0,0,0,0,0,0,20210702,UAE_Dubai
Spain,Barcelona,0,0,0,0,0,0,20210705,Spain_Barcelona
Singapore,Singapore,4425,0,0,4425,4325,100,20210705,Singapore_Singapore
Belgium,Antwerp,0,0,0,0,0,0,20210705,Belgium_Antwerp
Netherlands,Moerdijk,0,0,0,0,0,0,20210705,Netherlands_Moerdijk
Netherlands,Rotterdam,161925,0,0,161925,142750,19175,20210705,Netherlands_Rotterdam
Spain,Bilbao,700,0,0,700,700,0,20210705,Spain_Bilbao
Malaysia,Port Klang,3650,0,0,3650,2450,1200,20210705,Malaysia_Port Klang
Germany,Hamburg,19000,0,0,19000,19000,0,20210705,Germany_Hamburg
Malaysia,Johor,25,0,0,25,0,25,20210705,Malaysia_Johor
Korea (South),Incheon,0,0,0,0,0,0,20210705,Korea (South)_Incheon
Korea (South),Gwangyang,0,0,0,0,0,0,20210705,Korea (South)_Gwangyang
Korea (South),Busan,17625,0,150,17475,17375,100,20210705,Korea (South)_Busan
Italy,Trieste,0,0,0,0,0,0,20210705,Italy_Trieste
Italy,Leghorn,0,0,0,0,0,0,20210705,Italy_Leghorn
Netherlands,Vlissingen,0,0,0,0,0,0,20210705,Netherlands_Vlissingen
Sweden,Helsingborg,0,0,0,0,0,0,20210705,Sweden_Helsingborg
USA,Chicago,0,0,0,0,0,0,20210705,USA_Chicago
USA,New Orleans,1175,0,0,1175,1175,0,20210705,USA_New Orleans
USA,Mobile,0,0,0,0,0,0,20210705,USA_Mobile
USA,Baltimore,0,0,0,0,0,0,20210705,USA_Baltimore
UK,Liverpool,0,0,0,0,0,0,20210705,UK_Liverpool
UK,Hull,0,0,0,0,0,0,20210705,UK_Hull
UAE,Dubai,0,0,0,0,0,0,20210705,UAE_Dubai
Taiwan,Kaohsiung,3950,0,0,3950,3950,0,20210705,Taiwan_Kaohsiung
UK,Hull,0,0,0,0,0,0,20210706,UK_Hull
Italy,Leghorn,0,0,0,0,0,0,20210706,Italy_Leghorn
Germany,Hamburg,19000,500,0,19500,19500,0,20210706,Germany_Hamburg
Belgium,Antwerp,0,0,0,0,0,0,20210706,Belgium_Antwerp
UAE,Dubai,0,0,0,0,0,0,20210706,UAE_Dubai
Taiwan,Kaohsiung,3950,0,0,3950,3950,0,20210706,Taiwan_Kaohsiung
Singapore,Singapore,4425,600,0,5025,4925,100,20210706,Singapore_Singapore
Spain,Bilbao,700,0,0,700,700,0,20210706,Spain_Bilbao
Spain,Barcelona,0,0,0,0,0,0,20210706,Spain_Barcelona
USA,Chicago,0,0,0,0,0,0,20210706,USA_Chicago
USA,Mobile,0,0,0,0,0,0,20210706,USA_Mobile
USA,New Orleans,1175,0,0,1175,1175,0,20210706,USA_New Orleans
Korea (South),Busan,17475,1600,0,19075,18975,100,20210706,Korea (South)_Busan
Sweden,Helsingborg,0,0,0,0,0,0,20210706,Sweden_Helsingborg
Korea (South),Gwangyang,0,0,0,0,0,0,20210706,Korea (South)_Gwangyang
Italy,Trieste,0,0,0,0,0,0,20210706,Italy_Trieste
Malaysia,Johor,25,0,0,25,0,25,20210706,Malaysia_Johor
USA,Baltimore,0,0,0,0,0,0,20210706,USA_Baltimore
Netherlands,Vlissingen,0,0,0,0,0,0,20210706,Netherlands_Vlissingen
Netherlands,Rotterdam,161925,0,450,161475,142000,19475,20210706,Netherlands_Rotterdam
Korea (South),Incheon,0,0,0,0,0,0,20210706,Korea (South)_Incheon
UK,Liverpool,0,0,0,0,0,0,20210706,UK_Liverpool
Malaysia,Port Klang,3650,0,0,3650,2450,1200,20210706,Malaysia_Port Klang
Netherlands,Moerdijk,0,0,0,0,0,0,20210706,Netherlands_Moerdijk
Italy,Trieste,0,0,0,0,0,0,20210707,Italy_Trieste
Malaysia,Port Klang,3650,0,0,3650,2450,1200,20210707,Malaysia_Port Klang
Malaysia,Johor,25,0,0,25,0,25,20210707,Malaysia_Johor
Korea (South),Gwangyang,0,0,0,0,0,0,20210707,Korea (South)_Gwangyang
Korea (South),Busan,19075,500,0,19575,19475,100,20210707,Korea (South)_Busan
Taiwan,Kaohsiung,3950,0,0,3950,3950,0,20210707,Taiwan_Kaohsiung
UAE,Dubai,0,0,0,0,0,0,20210707,UAE_Dubai
UK,Hull,0,0,0,0,0,0,20210707,UK_Hull
UK,Liverpool,0,0,0,0,0,0,20210707,UK_Liverpool
USA,Baltimore,0,0,0,0,0,0,20210707,USA_Baltimore
USA,Chicago,0,0,0,0,0,0,20210707,USA_Chicago
USA,Mobile,0,0,0,0,0,0,20210707,USA_Mobile
USA,New Orleans,1175,0,0,1175,1175,0,20210707,USA_New Orleans
Netherlands,Moerdijk,0,0,0,0,0,0,20210707,Netherlands_Moerdijk
Netherlands,Rotterdam,161475,0,500,160975,142000,18975,20210707,Netherlands_Rotterdam
Korea (South),Incheon,0,0,0,0,0,0,20210707,Korea (South)_Incheon
Singapore,Singapore,5025,0,0,5025,4925,100,20210707,Singapore_Singapore
Netherlands,Vlissingen,0,0,0,0,0,0,20210707,Netherlands_Vlissingen
Germany,Hamburg,19500,0,0,19500,19500,0,20210707,Germany_Hamburg
Sweden,Helsingborg,0,0,0,0,0,0,20210707,Sweden_Helsingborg
Belgium,Antwerp,0,0,0,0,0,0,20210707,Belgium_Antwerp
Spain,Bilbao,700,0,0,700,700,0,20210707,Spain_Bilbao
Spain,Barcelona,0,0,0,0,0,0,20210707,Spain_Barcelona
Italy,Leghorn,0,0,0,0,0,0,20210707,Italy_Leghorn
